Gross,Net,Conventional Accounting,Economic Sector,Sector,Category,Sub-Category 1,Sub-Category 2,Sub-Category 3,Year,Gas,MT CO2e AR5 20 yr,MT CO2e AR4 100 yr
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1998,CO2,360805,360805
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1999,CO2,362058,362058
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2000,CO2,351424,351424
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2001,CO2,253743,253743
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2002,CO2,276285,276285
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2003,CO2,274544,274544
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2004,CO2,285940,285940
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2005,CO2,281962,281962
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2006,CO2,259574,259574
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2007,CO2,296673,296673
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2008,CO2,308754,308754
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2009,CO2,210494,210494
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2010,CO2,264276,264276
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2011,CO2,378874,378874
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2012,CO2,439764,439764
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2013,CO2,400381,400381
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2014,CO2,235781,235781
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2015,CO2,223897,223897
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2016,CO2,220287,220287
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2017,CO2,217506,217506
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2018,CO2,213272,213272
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2019,CO2,223938,223938
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2020,CO2,224947,224947
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2021,CO2,218215,218215
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1990,PFCs,877518,1191233
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1991,PFCs,719786,977111
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1992,PFCs,658146,893424
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1993,PFCs,631007,856607
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1994,PFCs,554559,752803
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1995,PFCs,541155,734630
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1996,PFCs,566829,769495
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1997,PFCs,490702,666201
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1998,PFCs,388608,527662
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,1999,PFCs,376473,511190
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2000,PFCs,380253,516339
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2001,PFCs,154798,210168
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2002,PFCs,249618,338889
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2003,PFCs,178722,242637
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2004,PFCs,150512,204321
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2005,PFCs,157024,213165
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2006,PFCs,131763,178868
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2007,PFCs,209280,284063
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2008,PFCs,147324,199950
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2009,PFCs,90955,123444
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2010,PFCs,99321,134770
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2011,PFCs,318671,432771
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2012,PFCs,411077,558065
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2013,PFCs,393908,534758
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2014,PFCs,106341,144362
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2015,PFCs,13530,18366
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2016,PFCs,12618,17130
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2017,PFCs,16892,22922
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2018,PFCs,20036,27188
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2019,PFCs,18887,25629
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2020,PFCs,18425,25002
Yes,Yes,Yes,Industry,IPPU,Metals,Aluminum,Not Applicable,Not Applicable,2021,PFCs,18790,25497
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1990,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1991,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1992,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1993,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1994,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1995,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1996,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1997,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1998,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1999,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2000,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2001,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2002,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2003,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2004,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2005,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2006,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2007,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2008,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2009,CO2,203541,203541
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2010,CO2,214321,214321
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2011,CO2,201196,201196
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2012,CO2,230460,230460
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2013,CO2,211878,211878
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2014,CO2,199774,199774
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2015,CO2,206370,206370
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2016,CO2,207264,207264
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2017,CO2,181860,181860
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2018,CO2,178744,178744
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2019,CO2,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2020,CO2,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2021,CO2,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1990,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1991,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1992,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1993,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1994,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1995,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1996,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1997,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1998,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,1999,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2000,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2001,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2002,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2003,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2004,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2005,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2006,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2007,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2008,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2009,CH4,3019,1006
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2010,CH4,2854,951
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2011,CH4,2958,986
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2012,CH4,3469,1156
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2013,CH4,3195,1065
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2014,CH4,2943,981
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2015,CH4,3026,1009
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2016,CH4,3063,1021
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2017,CH4,2706,902
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2018,CH4,2959,986
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2019,CH4,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2020,CH4,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Ferroalloys,Not Applicable,Not Applicable,2021,CH4,0,0
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1990,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1991,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1992,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1993,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1994,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1995,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1996,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1997,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1998,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1999,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2000,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2001,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2002,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2003,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2004,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2005,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2006,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2007,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2008,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2009,CO2,89332,89332
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2010,CO2,84711,84711
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2011,CO2,107506,107506
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2012,CO2,101491,101491
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2013,CO2,83397,83397
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2014,CO2,86139,86139
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2015,CO2,92464,92464
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2016,CO2,85092,85092
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2017,CO2,98024,98024
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2018,CO2,65167,65167
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2019,CO2,65080,65080
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2020,CO2,52970,52970
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2021,CO2,57228,57228
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1990,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1991,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1992,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1993,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1994,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1995,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1996,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1997,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1998,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,1999,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2000,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2001,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2002,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2003,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2004,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2005,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2006,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2007,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2008,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2009,CH4,35,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2010,CH4,34,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2011,CH4,45,15
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2012,CH4,48,16
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2013,CH4,45,15
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2014,CH4,32,11
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2015,CH4,38,13
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2016,CH4,26,9
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2017,CH4,37,12
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2018,CH4,13,4
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2019,CH4,12,4
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2020,CH4,11,4
Yes,Yes,Yes,Industry,IPPU,Metals,Iron and Steel,Not Applicable,Not Applicable,2021,CH4,12,4
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1990,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1991,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1992,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1993,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1994,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1995,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1996,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1997,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1998,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,1999,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2000,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2001,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2002,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2003,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2004,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2005,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2006,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2007,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2008,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2009,CO2,46791,46791
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2010,CO2,34799,34799
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2011,CO2,31254,31254
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2012,CO2,44387,44387
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2013,CO2,50635,50635
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2014,CO2,54318,54318
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2015,CO2,47384,47384
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2016,CO2,49317,49317
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2017,CO2,57067,57067
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2018,CO2,51959,51959
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2019,CO2,80125,80125
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2020,CO2,69328,69328
Yes,Yes,Yes,Industry,IPPU,Metals,Lead,Not Applicable,Not Applicable,2021,CO2,46645,46645
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1990,CO2,672614,672614
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1991,CO2,666714,666714
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1992,CO2,721704,721704
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1993,CO2,793721,793721
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1994,CO2,729463,729463
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1995,CO2,758340,758340
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1996,CO2,713074,713074
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1997,CO2,772128,772128
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1998,CO2,808809,808809
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,1999,CO2,806988,806988
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2000,CO2,803867,803867
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2001,CO2,804907,804907
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2002,CO2,808809,808809
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2003,CO2,755739,755739
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2004,CO2,794761,794761
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2005,CO2,799184,799184
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2006,CO2,804907,804907
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2007,CO2,827020,827020
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2008,CO2,716196,716196
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2009,CO2,482840,482840
Yes,Yes,Yes,Industry,IPPU,Minerals,Cement,Not Applicable,Not Applicable,2010,CO2,1025687,1025687
